,index,budget,genres,id,original_language,popularity,production_countries,runtime,spoken_languages,video,vote_average,vote_count,duration,director,production_company,actors,year,month,day,x,revenue
392,79,215000000.0,1.0,1930.0,1.0,31.102266999999998,1.0,136.0,1.0,1.0,6.5,6734.0,136.0,0.0,5.0,3,2012.0,6.0,27.0,3,740469649.7133334
393,669,0.0,3.0,92381.0,1.0,0.8798520000000001,1.0,89.0,1.0,1.0,5.4,8.0,89.0,0.0,1.0,3,1996.0,8.0,2.0,3,758201.569223093
394,28,0.0,2.0,8093.0,1.0,0.521339,14.0,104.0,2.0,1.0,6.6,5.0,104.0,0.0,1.0,3,2006.0,8.0,31.0,3,7151350.599925889
395,402,26000000.0,1.0,7445.0,1.0,9.108917,1.0,104.0,6.0,1.0,6.8,650.0,105.0,1.0,1.0,3,2009.0,1.0,27.0,3,72136967.72
396,175,2000000.0,13.0,179053.0,8.0,2.2562450000000003,14.0,75.0,14.0,1.0,4.8,29.0,75.0,0.0,1.0,3,2013.0,4.0,3.0,3,6907609.3284413945
397,602,14000000.0,20.0,88036.0,1.0,2.2438599999999997,1.0,116.0,6.0,1.0,5.8,36.0,98.0,0.0,1.0,4,2012.0,8.0,17.0,4,8912554.189527718
398,377,0.0,7.0,54309.0,7.0,4.34552,10.0,0.0,9.0,1.0,5.0,137.0,102.0,0.0,1.0,4,2007.0,2.0,14.0,4,29359583.351717174
399,207,0.0,20.0,48561.0,7.0,0.329373,10.0,109.0,9.0,1.0,6.6,7.0,109.0,1.0,1.0,4,1982.0,10.0,7.0,4,3743344.5762430714
400,238,0.0,5.0,96600.0,1.0,5.3623769999999995,1.0,98.0,1.0,1.0,5.1,7.0,98.0,1.0,1.0,4,2012.0,6.0,22.0,4,3369218.2727118884
401,774,20000000.0,10.0,11458.0,1.0,5.7578949999999995,1.0,100.0,1.0,1.0,5.5,48.0,100.0,1.0,1.0,4,2002.0,11.0,21.0,4,8869986.695535192
402,839,6000000.0,10.0,264644.0,1.0,12.443291,20.0,117.0,1.0,1.0,8.1,2838.0,75.0,0.0,1.0,4,2015.0,10.0,16.0,4,146425213.64666668
403,827,0.0,4.0,62327.0,1.0,0.809129,1.0,102.0,1.0,1.0,5.3,6.0,106.0,1.0,1.0,4,1987.0,9.0,1.0,4,3307318.1254426367
404,1229,5000000.0,1.0,44629.0,1.0,9.649312,9.0,113.0,1.0,1.0,6.7,240.0,113.0,0.0,1.0,4,2010.0,6.0,3.0,4,14075352.319172995
405,892,11180.0,10.0,98203.0,1.0,0.6609689999999999,5.0,120.0,2.0,1.0,5.9,11.0,120.0,0.0,1.0,4,2012.0,9.0,5.0,4,2154060.460001898
406,842,19000000.0,1.0,328387.0,1.0,14.9837,1.0,96.0,1.0,1.0,7.1,2262.0,96.0,0.0,1.0,4,2016.0,7.0,27.0,4,278605611.24666667
407,960,16000000.0,8.0,13972.0,1.0,6.62363,1.0,114.0,1.0,1.0,4.6,96.0,114.0,0.0,1.0,4,2008.0,9.0,12.0,4,19934031.427163135
408,896,0.0,2.0,4580.0,2.0,0.690072,6.0,90.0,5.0,1.0,7.7,10.0,89.0,0.0,1.0,4,1976.0,3.0,10.0,4,4471662.073887768
409,894,135000000.0,1.0,228161.0,1.0,13.422713,1.0,94.0,1.0,1.0,6.8,1539.0,91.0,0.0,1.0,4,2015.0,3.0,18.0,4,371564501.04
410,1074,0.0,1.0,51927.0,1.0,0.489997,3.0,140.0,3.0,1.0,6.7,13.0,102.0,0.0,1.0,4,2002.0,9.0,9.0,4,2475362.7716571544
411,870,0.0,2.0,35650.0,2.0,1.343844,8.0,87.0,2.0,1.0,6.3,18.0,87.0,1.0,1.0,4,2000.0,9.0,8.0,4,3447125.925735221
412,1007,0.0,1.0,33345.0,1.0,6.421995,1.0,98.0,6.0,1.0,5.7,12.0,100.0,0.0,4.0,4,1986.0,7.0,2.0,4,11127564.44171472
413,1088,0.0,5.0,11235.0,1.0,10.636074,2.0,111.0,1.0,1.0,7.0,81.0,111.0,0.0,1.0,4,1983.0,2.0,17.0,4,13762711.22968878
414,408,10000000.0,1.0,127521.0,1.0,7.293335000000001,1.0,115.0,2.0,1.0,5.5,91.0,115.0,0.0,1.0,4,2012.0,9.0,11.0,4,24801472.57471838
415,1122,10000000.0,4.0,41823.0,1.0,2.715137,1.0,129.0,1.0,1.0,6.3,48.0,129.0,1.0,2.0,4,1990.0,8.0,3.0,4,16707035.260597162
416,257,0.0,1.0,28805.0,3.0,0.742058,4.0,173.0,4.0,1.0,5.5,10.0,173.0,0.0,1.0,4,2005.0,1.0,1.0,4,2762493.835592944
417,543,10000000.0,8.0,16555.0,1.0,6.063809,1.0,100.0,1.0,1.0,6.6,19.0,100.0,0.0,1.0,4,2007.0,2.0,14.0,4,7207649.030291805
418,218,0.0,1.0,42017.0,1.0,1.377893,2.0,108.0,1.0,1.0,5.9,14.0,108.0,1.0,1.0,4,1986.0,1.0,1.0,4,5675271.894489383
419,323,15000000.0,1.0,68.0,1.0,9.837287,2.0,132.0,1.0,1.0,7.6,877.0,91.0,0.0,1.0,4,1985.0,2.0,20.0,4,152288074.05666667
420,697,25000000.0,1.0,2291.0,1.0,8.176863,1.0,113.0,1.0,1.0,7.3,376.0,89.0,0.0,1.0,4,1990.0,11.0,2.0,4,52855066.16722222
421,670,0.0,8.0,15363.0,1.0,8.642141,1.0,99.0,7.0,1.0,6.2,49.0,99.0,0.0,1.0,4,2006.0,1.0,29.0,4,12428717.880076068
422,623,0.0,7.0,103751.0,10.0,0.5556979999999999,3.0,0.0,3.0,1.0,7.3,3.0,138.0,0.0,1.0,4,2010.0,9.0,24.0,4,3033564.760863757
423,661,6500000.0,2.0,1640.0,1.0,9.785147,1.0,112.0,2.0,1.0,7.2,1172.0,100.0,1.0,1.0,4,2004.0,1.0,13.0,4,156527057.82333332
424,645,20000000.0,1.0,526.0,1.0,8.157587,1.0,121.0,1.0,1.0,6.8,264.0,121.0,1.0,6.0,4,1985.0,3.0,27.0,4,51653753.92666667
425,81,0.0,4.0,393765.0,1.0,5.279713,1.0,97.0,1.0,1.0,6.2,31.0,97.0,0.0,,4,2016.0,10.0,14.0,4,6047164.892911215
426,1161,3500000.0,23.0,50839.0,1.0,8.340757,1.0,107.0,1.0,1.0,6.7,531.0,107.0,1.0,1.0,4,2011.0,9.0,28.0,4,31294845.13294776
427,391,26000000.0,31.0,316002.0,1.0,5.213733,1.0,100.0,1.0,1.0,3.9,95.0,100.0,1.0,1.0,4,2015.0,2.0,10.0,4,28065528.73611111
428,640,50000000.0,1.0,18501.0,1.0,9.730681,1.0,95.0,1.0,1.0,5.6,778.0,95.0,1.0,1.0,4,2009.0,9.0,3.0,4,104069833.66619048
429,407,5000000.0,20.0,11326.0,1.0,6.335814,2.0,111.0,1.0,1.0,6.5,69.0,111.0,1.0,1.0,4,1975.0,3.0,19.0,4,31186584.121085905
430,447,0.0,28.0,284303.0,5.0,5.399896,5.0,100.0,10.0,1.0,6.6,344.0,99.0,0.0,1.0,4,2014.0,8.0,29.0,4,29567574.379200164
431,1126,175000000.0,1.0,297761.0,1.0,42.965027,1.0,123.0,1.0,1.0,5.9,7717.0,123.0,1.0,1.0,4,2016.0,8.0,2.0,4,720103841.98
432,249,2000000.0,1.0,39256.0,9.0,2.894009,15.0,87.0,2.0,1.0,6.7,34.0,82.0,0.0,1.0,4,1984.0,12.0,15.0,4,7687301.121729871
433,17,0.0,21.0,35327.0,1.0,1.385902,12.0,101.0,17.0,1.0,5.2,13.0,80.0,0.0,1.0,4,1988.0,2.0,25.0,4,7542111.865009051
434,654,0.0,2.0,91186.0,4.0,2.711041,5.0,118.0,2.0,1.0,6.9,45.0,118.0,0.0,1.0,4,2011.0,9.0,4.0,4,5892847.170370581
435,98,0.0,3.0,445840.0,6.0,0.313827,11.0,,8.0,1.0,6.0,1.0,85.0,0.0,1.0,4,2017.0,6.0,23.0,4,1923385.9113779457
436,317,4000000.0,14.0,20714.0,12.0,6.975759,16.0,159.0,2.0,1.0,6.6,54.0,159.0,0.0,1.0,4,2007.0,6.0,6.0,4,22146553.946977444
437,5,0.0,1.0,18633.0,1.0,10.627974,1.0,96.0,1.0,1.0,5.5,22.0,102.0,0.0,1.0,4,2007.0,2.0,10.0,4,6700488.234478972
438,468,0.0,2.0,21371.0,1.0,1.714522,1.0,91.0,2.0,1.0,6.6,22.0,91.0,0.0,1.0,4,2008.0,8.0,9.0,4,4266374.880241514
439,507,0.0,1.0,127372.0,1.0,6.159679,1.0,105.0,2.0,1.0,6.1,99.0,99.0,0.0,1.0,4,2012.0,9.0,14.0,4,10936691.357692804
440,64,0.0,9.0,18441.0,1.0,0.946641,1.0,107.0,1.0,1.0,4.4,17.0,107.0,0.0,1.0,4,2007.0,10.0,28.0,4,9036018.847258314
441,605,7500000.0,29.0,326284.0,1.0,5.135262,8.0,104.0,1.0,1.0,5.4,64.0,104.0,0.0,1.0,4,2015.0,5.0,7.0,4,12593685.806052169
442,1218,0.0,1.0,104711.0,5.0,1.691429,7.0,109.0,2.0,1.0,6.6,15.0,109.0,0.0,1.0,4,2011.0,11.0,17.0,4,3188264.3796823877
443,346,17000000.0,1.0,73499.0,1.0,5.498819,1.0,98.0,1.0,1.0,5.8,226.0,98.0,0.0,1.0,4,2011.0,10.0,27.0,4,27405470.77197295
444,150,1500000.0,20.0,10910.0,1.0,1.4378030000000002,2.0,119.0,1.0,1.0,6.5,17.0,119.0,1.0,1.0,4,1952.0,12.0,23.0,4,6739735.559055123
445,694,0.0,3.0,30278.0,1.0,4.772901,2.0,106.0,1.0,1.0,6.5,13.0,106.0,0.0,1.0,4,1984.0,10.0,10.0,4,4505777.274555359
446,969,0.0,2.0,128073.0,1.0,0.0658,1.0,99.0,1.0,1.0,5.5,10.0,99.0,1.0,1.0,4,2012.0,9.0,9.0,4,3820296.5657098847
447,927,0.0,2.0,8414.0,1.0,3.518929,8.0,84.0,1.0,1.0,6.4,47.0,90.0,0.0,1.0,4,2007.0,1.0,20.0,4,8540019.316331783
448,126,0.0,3.0,9776.0,1.0,3.3632449999999996,1.0,95.0,1.0,1.0,5.3,71.0,95.0,1.0,11.0,4,2003.0,1.0,1.0,4,19121506.396191508
449,573,0.0,2.0,59346.0,2.0,0.48251000000000005,6.0,94.0,5.0,1.0,6.5,10.0,128.0,0.0,1.0,4,2007.0,11.0,7.0,4,1991650.385993687
450,592,0.0,3.0,15271.0,1.0,2.466442,2.0,106.0,1.0,1.0,6.1,22.0,102.0,0.0,1.0,4,2003.0,5.0,16.0,4,3267095.379220907
451,264,0.0,2.0,201018.0,2.0,2.189812,6.0,102.0,5.0,1.0,6.3,25.0,134.0,0.0,4.0,4,2013.0,7.0,10.0,4,6895924.54745159
452,909,784170.0,1.0,111960.0,1.0,0.5784560000000001,2.0,80.0,1.0,1.0,6.8,6.0,96.0,0.0,1.0,4,1948.0,4.0,6.0,4,4183668.558471341
453,1091,0.0,1.0,409297.0,1.0,13.411614,20.0,100.0,1.0,1.0,6.4,69.0,100.0,0.0,1.0,4,2016.0,10.0,14.0,4,10900479.897739166
454,57,0.0,1.0,31524.0,1.0,0.823247,4.0,162.0,4.0,1.0,7.2,21.0,174.0,0.0,1.0,4,1999.0,4.0,30.0,4,8545691.419616556
455,531,0.0,13.0,48431.0,5.0,0.09851,3.0,0.0,3.0,1.0,7.0,1.0,98.0,0.0,1.0,4,2005.0,3.0,9.0,4,2056487.5503231215
456,957,65000000.0,1.0,5551.0,1.0,7.457610000000001,1.0,130.0,1.0,1.0,6.3,407.0,130.0,1.0,1.0,4,2000.0,7.0,31.0,4,89274493.93333334
457,399,2400000.0,7.0,13621.0,4.0,0.990967,23.0,89.0,2.0,1.0,6.0,3.0,104.0,0.0,1.0,4,2007.0,10.0,26.0,4,2282483.4036817686
458,202,12000000.0,16.0,327.0,9.0,8.134524,1.0,114.0,2.0,1.0,6.8,107.0,96.0,0.0,1.0,4,2000.0,9.0,9.0,4,32747950.527699858
459,749,26000000.0,1.0,37707.0,1.0,8.181407,1.0,104.0,1.0,1.0,5.5,682.0,104.0,1.0,1.0,4,2009.0,10.0,6.0,4,85909884.51714286
460,1041,0.0,24.0,9874.0,1.0,6.892828999999999,1.0,87.0,1.0,1.0,5.6,402.0,91.0,0.0,1.0,4,1986.0,3.0,21.0,4,52226428.538286865
461,322,1800000.0,1.0,56948.0,7.0,0.25362,3.0,100.0,8.0,1.0,5.8,6.0,100.0,0.0,1.0,4,2008.0,9.0,2.0,4,2576861.9665603293
462,595,7300000.0,13.0,78461.0,1.0,2.803973,1.0,96.0,6.0,1.0,4.8,45.0,96.0,0.0,1.0,4,2011.0,10.0,21.0,4,11649355.587970132
463,732,0.0,6.0,47218.0,1.0,9.668784,1.0,100.0,1.0,1.0,6.4,89.0,100.0,0.0,1.0,4,2010.0,1.0,20.0,4,11472054.12730934
464,854,10284523.0,8.0,2610.0,1.0,4.3490459999999995,1.0,104.0,2.0,1.0,5.7,80.0,106.0,1.0,9.0,4,2005.0,10.0,21.0,4,22702657.70377778
465,332,3000000.0,18.0,31525.0,3.0,0.904409,4.0,155.0,2.0,1.0,7.2,15.0,155.0,0.0,1.0,4,2002.0,6.0,7.0,4,10868610.2588102
466,511,1500000.0,1.0,9344.0,1.0,4.877872,1.0,91.0,1.0,1.0,6.8,280.0,109.0,0.0,1.0,4,1995.0,7.0,28.0,4,22829127.859185446
467,12,0.0,1.0,116811.0,1.0,5.532455000000001,2.0,92.0,13.0,1.0,6.1,107.0,92.0,0.0,1.0,4,2012.0,8.0,30.0,4,9588658.829097863
468,768,0.0,5.0,24664.0,1.0,4.380258,1.0,135.0,2.0,1.0,6.3,24.0,135.0,1.0,8.0,4,2000.0,10.0,6.0,4,11215205.634188771
469,609,16000000.0,1.0,48129.0,1.0,5.857368,1.0,91.0,1.0,1.0,5.5,13.0,137.0,0.0,1.0,4,1991.0,2.0,1.0,4,10162438.660978835
470,1194,11500000.0,1.0,8913.0,1.0,8.365761000000001,1.0,103.0,1.0,1.0,6.4,417.0,101.0,0.0,3.0,4,1989.0,4.0,21.0,4,59948565.658532165
471,890,0.0,4.0,3542.0,2.0,1.9631020000000001,2.0,167.0,5.0,1.0,5.9,20.0,168.0,0.0,1.0,4,2006.0,11.0,1.0,4,11639982.32464578
472,85,0.0,5.0,346494.0,1.0,1.889834,7.0,101.0,1.0,1.0,6.2,28.0,97.0,0.0,1.0,4,2015.0,8.0,13.0,4,4975599.508275398
473,770,0.0,2.0,18133.0,1.0,3.199976,1.0,112.0,1.0,1.0,6.0,28.0,99.0,1.0,1.0,4,1993.0,9.0,24.0,4,6745198.596548186
474,821,1500000.0,1.0,9464.0,1.0,9.167761,1.0,110.0,1.0,1.0,7.2,172.0,110.0,1.0,1.0,4,1998.0,1.0,20.0,4,14570195.723209804
475,144,0.0,1.0,35113.0,1.0,6.888131,2.0,87.0,1.0,1.0,5.9,11.0,87.0,1.0,1.0,4,1998.0,2.0,15.0,4,3182716.559583825
476,1170,55000000.0,1.0,1924.0,1.0,15.460102,1.0,143.0,1.0,1.0,6.9,1042.0,150.0,0.0,,4,1978.0,12.0,13.0,4,277370805.8333333
477,405,30000000.0,1.0,10337.0,1.0,5.516316000000001,1.0,134.0,1.0,1.0,6.0,83.0,136.0,1.0,1.0,4,1991.0,12.0,10.0,4,32695669.51333333
478,861,0.0,2.0,61222.0,2.0,1.605963,13.0,98.0,5.0,1.0,7.2,27.0,91.0,0.0,1.0,4,2008.0,10.0,29.0,4,3349751.467190794
479,40,130000000.0,1.0,7364.0,1.0,8.946242999999999,1.0,124.0,2.0,1.0,5.7,440.0,111.0,0.0,1.0,4,2005.0,4.0,6.0,4,126986059.13333334
480,434,500000.0,10.0,36584.0,1.0,0.5732010000000001,3.0,88.0,3.0,1.0,5.6,5.0,88.0,1.0,1.0,4,2002.0,5.0,9.0,4,1162562.7092212432
481,388,4800000.0,12.0,1690.0,1.0,12.093928,1.0,94.0,1.0,1.0,5.7,913.0,111.0,0.0,1.0,4,2005.0,1.0,6.0,4,127309663.21333334
482,822,0.0,1.0,15177.0,4.0,1.322188,23.0,104.0,2.0,1.0,6.4,7.0,100.0,0.0,1.0,4,2003.0,8.0,29.0,4,2280206.033824803
483,233,8000000.0,1.0,377264.0,1.0,12.521071,1.0,92.0,2.0,1.0,5.7,436.0,89.0,0.0,1.0,4,2016.0,9.0,1.0,4,36581137.40149783
484,1130,4300000.0,1.0,14145.0,1.0,2.889932,5.0,85.0,1.0,1.0,4.6,50.0,85.0,0.0,1.0,4,2008.0,2.0,6.0,4,20924216.739855062
485,929,40000000.0,1.0,6114.0,1.0,16.777675,1.0,128.0,2.0,1.0,7.1,1087.0,75.0,0.0,2.0,4,1992.0,11.0,13.0,4,254093168.92
486,493,0.0,3.0,81442.0,1.0,1.345586,3.0,95.0,1.0,1.0,5.8,6.0,81.0,0.0,1.0,4,2000.0,11.0,10.0,4,567478.9898643439
487,281,0.0,6.0,95744.0,1.0,0.5782689999999999,11.0,110.0,8.0,1.0,5.0,3.0,110.0,0.0,1.0,4,2012.0,3.0,15.0,4,1350987.1036510628
488,154,0.0,1.0,54287.0,1.0,0.657274,1.0,97.0,1.0,1.0,5.1,14.0,97.0,0.0,1.0,4,1980.0,7.0,1.0,4,7507659.34234992
489,327,4000000.0,1.0,81390.0,1.0,6.780752000000001,2.0,99.0,13.0,1.0,6.2,160.0,99.0,0.0,1.0,4,2011.0,4.0,9.0,4,21026342.183646895
490,566,90000000.0,1.0,607.0,1.0,15.781023999999999,1.0,98.0,7.0,1.0,6.9,4521.0,98.0,1.0,5.0,4,1997.0,7.0,2.0,4,612311433.84
491,79,215000000.0,1.0,1930.0,1.0,31.102266999999998,1.0,136.0,1.0,1.0,6.5,6734.0,136.0,0.0,5.0,4,2012.0,6.0,27.0,4,735407027.5533333
492,669,0.0,3.0,92381.0,1.0,0.8798520000000001,1.0,89.0,1.0,1.0,5.4,8.0,89.0,0.0,1.0,4,1996.0,8.0,2.0,4,758201.569223093
493,28,0.0,2.0,8093.0,1.0,0.521339,14.0,104.0,2.0,1.0,6.6,5.0,104.0,0.0,1.0,4,2006.0,8.0,31.0,4,7154003.686592555
494,402,26000000.0,1.0,7445.0,1.0,9.108917,1.0,104.0,6.0,1.0,6.8,650.0,105.0,1.0,1.0,4,2009.0,1.0,27.0,4,71701159.32666667
495,175,2000000.0,13.0,179053.0,8.0,2.2562450000000003,14.0,75.0,14.0,1.0,4.8,29.0,75.0,0.0,1.0,4,2013.0,4.0,3.0,4,7056790.701774728
496,602,14000000.0,20.0,88036.0,1.0,2.2438599999999997,1.0,116.0,6.0,1.0,5.8,36.0,98.0,0.0,1.0,5,2012.0,8.0,17.0,5,8782494.096194385
497,377,0.0,7.0,54309.0,7.0,4.34552,10.0,0.0,9.0,1.0,5.0,137.0,102.0,0.0,1.0,5,2007.0,2.0,14.0,5,29211404.106111113
498,207,0.0,20.0,48561.0,7.0,0.329373,10.0,109.0,9.0,1.0,6.6,7.0,109.0,1.0,1.0,5,1982.0,10.0,7.0,5,4400936.969576404
499,238,0.0,5.0,96600.0,1.0,5.3623769999999995,1.0,98.0,1.0,1.0,5.1,7.0,98.0,1.0,1.0,5,2012.0,6.0,22.0,5,3309662.4793785554
500,774,20000000.0,10.0,11458.0,1.0,5.7578949999999995,1.0,100.0,1.0,1.0,5.5,48.0,100.0,1.0,1.0,5,2002.0,11.0,21.0,5,8751762.522201858
501,839,6000000.0,10.0,264644.0,1.0,12.443291,20.0,117.0,1.0,1.0,8.1,2838.0,75.0,0.0,1.0,5,2015.0,10.0,16.0,5,147017682.75333333
502,827,0.0,4.0,62327.0,1.0,0.809129,1.0,102.0,1.0,1.0,5.3,6.0,106.0,1.0,1.0,5,1987.0,9.0,1.0,5,3725028.9078668794
503,1229,5000000.0,1.0,44629.0,1.0,9.649312,9.0,113.0,1.0,1.0,6.7,240.0,113.0,0.0,1.0,5,2010.0,6.0,3.0,5,15041141.92963966
504,892,11180.0,10.0,98203.0,1.0,0.6609689999999999,5.0,120.0,2.0,1.0,5.9,11.0,120.0,0.0,1.0,5,2012.0,9.0,5.0,5,2154060.460001898
505,842,19000000.0,1.0,328387.0,1.0,14.9837,1.0,96.0,1.0,1.0,7.1,2262.0,96.0,0.0,1.0,5,2016.0,7.0,27.0,5,278605611.24666667
506,960,16000000.0,8.0,13972.0,1.0,6.62363,1.0,114.0,1.0,1.0,4.6,96.0,114.0,0.0,1.0,5,2008.0,9.0,12.0,5,19845044.2538298
507,896,0.0,2.0,4580.0,2.0,0.690072,6.0,90.0,5.0,1.0,7.7,10.0,89.0,0.0,1.0,5,1976.0,3.0,10.0,5,4799980.507221101
508,894,135000000.0,1.0,228161.0,1.0,13.422713,1.0,94.0,1.0,1.0,6.8,1539.0,91.0,0.0,1.0,5,2015.0,3.0,18.0,5,371667598.38
509,1074,0.0,1.0,51927.0,1.0,0.489997,3.0,140.0,3.0,1.0,6.7,13.0,102.0,0.0,1.0,5,2002.0,9.0,9.0,5,2708742.618323822
510,870,0.0,2.0,35650.0,2.0,1.343844,8.0,87.0,2.0,1.0,6.3,18.0,87.0,1.0,1.0,5,2000.0,9.0,8.0,5,4056573.341758751
511,1007,0.0,1.0,33345.0,1.0,6.421995,1.0,98.0,6.0,1.0,5.7,12.0,100.0,0.0,4.0,5,1986.0,7.0,2.0,5,12666013.227248054
512,1088,0.0,5.0,11235.0,1.0,10.636074,2.0,111.0,1.0,1.0,7.0,81.0,111.0,0.0,1.0,5,1983.0,2.0,17.0,5,16232503.693194857
513,408,10000000.0,1.0,127521.0,1.0,7.293335000000001,1.0,115.0,2.0,1.0,5.5,91.0,115.0,0.0,1.0,5,2012.0,9.0,11.0,5,24686384.881385043
514,1122,10000000.0,4.0,41823.0,1.0,2.715137,1.0,129.0,1.0,1.0,6.3,48.0,129.0,1.0,2.0,5,1990.0,8.0,3.0,5,17449564.647263825
515,257,0.0,1.0,28805.0,3.0,0.742058,4.0,173.0,4.0,1.0,5.5,10.0,173.0,0.0,1.0,5,2005.0,1.0,1.0,5,2762493.835592944
516,543,10000000.0,8.0,16555.0,1.0,6.063809,1.0,100.0,1.0,1.0,6.6,19.0,100.0,0.0,1.0,5,2007.0,2.0,14.0,5,7524156.120726588
517,218,0.0,1.0,42017.0,1.0,1.377893,2.0,108.0,1.0,1.0,5.9,14.0,108.0,1.0,1.0,5,1986.0,1.0,1.0,5,8108658.247822716
518,323,15000000.0,1.0,68.0,1.0,9.837287,2.0,132.0,1.0,1.0,7.6,877.0,91.0,0.0,1.0,5,1985.0,2.0,20.0,5,152288074.05666667
519,697,25000000.0,1.0,2291.0,1.0,8.176863,1.0,113.0,1.0,1.0,7.3,376.0,89.0,0.0,1.0,5,1990.0,11.0,2.0,5,53495282.52722222
520,670,0.0,8.0,15363.0,1.0,8.642141,1.0,99.0,7.0,1.0,6.2,49.0,99.0,0.0,1.0,5,2006.0,1.0,29.0,5,12987598.153409401
521,623,0.0,7.0,103751.0,10.0,0.5556979999999999,3.0,0.0,3.0,1.0,7.3,3.0,138.0,0.0,1.0,5,2010.0,9.0,24.0,5,3033564.760863757
522,661,6500000.0,2.0,1640.0,1.0,9.785147,1.0,112.0,2.0,1.0,7.2,1172.0,100.0,1.0,1.0,5,2004.0,1.0,13.0,5,157441771.98333332
523,645,20000000.0,1.0,526.0,1.0,8.157587,1.0,121.0,1.0,1.0,6.8,264.0,121.0,1.0,6.0,5,1985.0,3.0,27.0,5,52190828.36666667
524,81,0.0,4.0,393765.0,1.0,5.279713,1.0,97.0,1.0,1.0,6.2,31.0,97.0,0.0,,5,2016.0,10.0,14.0,5,6342252.506244549
525,1161,3500000.0,23.0,50839.0,1.0,8.340757,1.0,107.0,1.0,1.0,6.7,531.0,107.0,1.0,1.0,5,2011.0,9.0,28.0,5,33434302.270749595
526,391,26000000.0,31.0,316002.0,1.0,5.213733,1.0,100.0,1.0,1.0,3.9,95.0,100.0,1.0,1.0,5,2015.0,2.0,10.0,5,28639100.50944444
527,640,50000000.0,1.0,18501.0,1.0,9.730681,1.0,95.0,1.0,1.0,5.6,778.0,95.0,1.0,1.0,5,2009.0,9.0,3.0,5,104536583.58619048
528,407,5000000.0,20.0,11326.0,1.0,6.335814,2.0,111.0,1.0,1.0,6.5,69.0,111.0,1.0,1.0,5,1975.0,3.0,19.0,5,32748530.12196826
529,447,0.0,28.0,284303.0,5.0,5.399896,5.0,100.0,10.0,1.0,6.6,344.0,99.0,0.0,1.0,5,2014.0,8.0,29.0,5,30015442.289914448
530,1126,175000000.0,1.0,297761.0,1.0,42.965027,1.0,123.0,1.0,1.0,5.9,7717.0,123.0,1.0,1.0,5,2016.0,8.0,2.0,5,720552439.9466667
531,249,2000000.0,1.0,39256.0,9.0,2.894009,15.0,87.0,2.0,1.0,6.7,34.0,82.0,0.0,1.0,5,1984.0,12.0,15.0,5,12302978.032840982
532,17,0.0,21.0,35327.0,1.0,1.385902,12.0,101.0,17.0,1.0,5.2,13.0,80.0,0.0,1.0,5,1988.0,2.0,25.0,5,8334431.676860903
533,654,0.0,2.0,91186.0,4.0,2.711041,5.0,118.0,2.0,1.0,6.9,45.0,118.0,0.0,1.0,5,2011.0,9.0,4.0,5,6675530.475926136
534,98,0.0,3.0,445840.0,6.0,0.313827,11.0,,8.0,1.0,6.0,1.0,85.0,0.0,1.0,5,2017.0,6.0,23.0,5,1922694.3686429027
535,317,4000000.0,14.0,20714.0,12.0,6.975759,16.0,159.0,2.0,1.0,6.6,54.0,159.0,0.0,1.0,5,2007.0,6.0,6.0,5,22478250.248088554
536,5,0.0,1.0,18633.0,1.0,10.627974,1.0,96.0,1.0,1.0,5.5,22.0,102.0,0.0,1.0,5,2007.0,2.0,10.0,5,7022860.141145638
537,468,0.0,2.0,21371.0,1.0,1.714522,1.0,91.0,2.0,1.0,6.6,22.0,91.0,0.0,1.0,5,2008.0,8.0,9.0,5,4972561.850676296
538,507,0.0,1.0,127372.0,1.0,6.159679,1.0,105.0,2.0,1.0,6.1,99.0,99.0,0.0,1.0,5,2012.0,9.0,14.0,5,11463310.164783403
539,64,0.0,9.0,18441.0,1.0,0.946641,1.0,107.0,1.0,1.0,4.4,17.0,107.0,0.0,1.0,5,2007.0,10.0,28.0,5,9170573.620591648
540,605,7500000.0,29.0,326284.0,1.0,5.135262,8.0,104.0,1.0,1.0,5.4,64.0,104.0,0.0,1.0,5,2015.0,5.0,7.0,5,12690736.932718836
541,1218,0.0,1.0,104711.0,5.0,1.691429,7.0,109.0,2.0,1.0,6.6,15.0,109.0,0.0,1.0,5,2011.0,11.0,17.0,5,3666526.7221385282
542,346,17000000.0,1.0,73499.0,1.0,5.498819,1.0,98.0,1.0,1.0,5.8,226.0,98.0,0.0,1.0,5,2011.0,10.0,27.0,5,27672462.965306282
543,150,1500000.0,20.0,10910.0,1.0,1.4378030000000002,2.0,119.0,1.0,1.0,6.5,17.0,119.0,1.0,1.0,5,1952.0,12.0,23.0,5,8188007.840007503
544,694,0.0,3.0,30278.0,1.0,4.772901,2.0,106.0,1.0,1.0,6.5,13.0,106.0,0.0,1.0,5,1984.0,10.0,10.0,5,6384257.248444245
545,969,0.0,2.0,128073.0,1.0,0.0658,1.0,99.0,1.0,1.0,5.5,10.0,99.0,1.0,1.0,5,2012.0,9.0,9.0,5,3760740.7723765518
546,927,0.0,2.0,8414.0,1.0,3.518929,8.0,84.0,1.0,1.0,6.4,47.0,90.0,0.0,1.0,5,2007.0,1.0,20.0,5,9507396.42099845
547,126,0.0,3.0,9776.0,1.0,3.3632449999999996,1.0,95.0,1.0,1.0,5.3,71.0,95.0,1.0,11.0,5,2003.0,1.0,1.0,5,19306758.502858173
